Ensembl ID	HGNC_transcript_name ID
ENSG00000000003	TSPAN6-001
ENSG00000000003	TSPAN6-002
ENSG00000000003	TSPAN6-003
ENSG00000000003	TSPAN6-201
ENSG00000000005	TNMD-001
ENSG00000000005	TNMD-002
ENSG00000000419	DPM1-001
ENSG00000000419	DPM1-002
ENSG00000000419	DPM1-003
ENSG00000000419	DPM1-004
ENSG00000000419	DPM1-005
ENSG00000000419	DPM1-006
ENSG00000000419	DPM1-201
ENSG00000000419	DPM1-202
ENSG00000000457	SCYL3-001
ENSG00000000457	SCYL3-002
ENSG00000000457	SCYL3-003
ENSG00000000457	SCYL3-004
ENSG00000000457	SCYL3-201
ENSG00000000460	C1orf112-001
ENSG00000000460	C1orf112-002
ENSG00000000460	C1orf112-003
ENSG00000000460	C1orf112-004
ENSG00000000460	C1orf112-005
ENSG00000000460	C1orf112-006
ENSG00000000460	C1orf112-007
ENSG00000000460	C1orf112-008
ENSG00000000460	C1orf112-201
ENSG00000000460	C1orf112-202
ENSG00000000938	FGR-002
ENSG00000000938	FGR-003
ENSG00000000938	FGR-004
ENSG00000000938	FGR-005
ENSG00000000938	FGR-006
ENSG00000000938	FGR-007
ENSG00000000938	FGR-201
ENSG00000000938	FGR-202
ENSG00000000938	FGR-203
ENSG00000000971	CFH-001
ENSG00000000971	CFH-002
ENSG00000000971	CFH-003
ENSG00000000971	CFH-004
ENSG00000000971	CFH-005
ENSG00000000971	CFH-201
ENSG00000000971	CFH-202
ENSG00000001036	FUCA2-001
ENSG00000001036	FUCA2-002
ENSG00000001036	FUCA2-003
ENSG00000001036	FUCA2-201
ENSG00000001084	GCLC-001
ENSG00000001084	GCLC-003
ENSG00000001084	GCLC-004
ENSG00000001084	GCLC-005
ENSG00000001084	GCLC-006
ENSG00000001084	GCLC-007
ENSG00000001084	GCLC-008
ENSG00000001084	GCLC-009
ENSG00000001084	GCLC-010
ENSG00000001084	GCLC-011
ENSG00000001084	GCLC-012
ENSG00000001084	GCLC-013
ENSG00000001167	NFYA-001
ENSG00000001167	NFYA-002
ENSG00000001460	C1orf201-001
ENSG00000001460	C1orf201-002
ENSG00000001460	C1orf201-003
ENSG00000001460	C1orf201-004
ENSG00000001460	C1orf201-005
ENSG00000001460	C1orf201-006
ENSG00000001460	C1orf201-007
ENSG00000001460	C1orf201-008
ENSG00000001460	C1orf201-009
ENSG00000001460	C1orf201-010
ENSG00000001460	C1orf201-011
ENSG00000001460	C1orf201-201
ENSG00000001460	C1orf201-202
ENSG00000001460	C1orf201-203
ENSG00000001460	C1orf201-204
ENSG00000001461	NIPAL3-001
ENSG00000001461	NIPAL3-002
ENSG00000001461	NIPAL3-003
ENSG00000001461	NIPAL3-004
ENSG00000001461	NIPAL3-005
ENSG00000001461	NIPAL3-006
ENSG00000001461	NIPAL3-007
ENSG00000001461	NIPAL3-201
ENSG00000001497	LAS1L-001
ENSG00000001497	LAS1L-002
ENSG00000001497	LAS1L-003
ENSG00000001497	LAS1L-004
ENSG00000001497	LAS1L-005
ENSG00000001497	LAS1L-201
ENSG00000001497	LAS1L-202
ENSG00000001561	ENPP4-001
ENSG00000001561	ENPP4-201
ENSG00000001617	SEMA3F-001
ENSG00000001617	SEMA3F-002
ENSG00000001617	SEMA3F-003
ENSG00000001617	SEMA3F-004
ENSG00000001617	SEMA3F-005
ENSG00000001617	SEMA3F-006
ENSG00000001617	SEMA3F-008
ENSG00000001617	SEMA3F-009
ENSG00000001617	SEMA3F-010
ENSG00000001626	CFTR-001
ENSG00000001626	CFTR-002
ENSG00000001626	CFTR-004
ENSG00000001626	CFTR-005
ENSG00000001626	CFTR-006
ENSG00000001626	CFTR-201
ENSG00000001629	ANKIB1-001
ENSG00000001629	ANKIB1-002
ENSG00000001629	ANKIB1-003
ENSG00000001629	ANKIB1-004
ENSG00000001629	ANKIB1-005
ENSG00000001629	ANKIB1-006
ENSG00000001629	ANKIB1-007
ENSG00000001630	CYP51A1-001
ENSG00000001630	CYP51A1-002
ENSG00000001630	CYP51A1-003
ENSG00000001630	CYP51A1-005
ENSG00000001630	CYP51A1-006
ENSG00000001630	CYP51A1-201
ENSG00000001631	KRIT1-001
ENSG00000001631	KRIT1-002
ENSG00000001631	KRIT1-003
ENSG00000001631	KRIT1-004
ENSG00000001631	KRIT1-005
ENSG00000001631	KRIT1-006
ENSG00000001631	KRIT1-007
ENSG00000001631	KRIT1-008
ENSG00000001631	KRIT1-009
ENSG00000001631	KRIT1-010
ENSG00000001631	KRIT1-011
ENSG00000001631	KRIT1-012
ENSG00000001631	KRIT1-013
ENSG00000001631	KRIT1-014
ENSG00000001631	KRIT1-015
ENSG00000001631	KRIT1-016
ENSG00000001631	KRIT1-017
ENSG00000001631	KRIT1-018
ENSG00000001631	KRIT1-019
ENSG00000001631	KRIT1-020
ENSG00000001631	KRIT1-021
ENSG00000001631	KRIT1-022
ENSG00000001631	KRIT1-023
ENSG00000001631	KRIT1-201
ENSG00000001631	KRIT1-202
ENSG00000002016	RAD52-001
ENSG00000002016	RAD52-002
ENSG00000002016	RAD52-003
ENSG00000002016	RAD52-004
ENSG00000002016	RAD52-005
ENSG00000002016	RAD52-006
ENSG00000002016	RAD52-007
ENSG00000002016	RAD52-008
ENSG00000002016	RAD52-009
ENSG00000002016	RAD52-010
ENSG00000002016	RAD52-011
ENSG00000002016	RAD52-012
ENSG00000002016	RAD52-013
ENSG00000002016	RAD52-014
ENSG00000002016	RAD52-015
ENSG00000002016	RAD52-016
ENSG00000002016	RAD52-017
ENSG00000002016	RAD52-018
ENSG00000002016	RAD52-020
ENSG00000002016	RAD52-021
ENSG00000002016	RAD52-022
ENSG00000002016	RAD52-201
ENSG00000002016	RAD52-202
ENSG00000002079	MYH16-001
ENSG00000002079	MYH16-002
ENSG00000002079	MYH16-003
ENSG00000002079	MYH16-004
ENSG00000002079	MYH16-005
ENSG00000002079	MYH16-006
ENSG00000002079	MYH16-007
ENSG00000002079	MYH16-201
ENSG00000002330	BAD-001
ENSG00000002330	BAD-002
ENSG00000002330	BAD-003
ENSG00000002330	BAD-004
ENSG00000002330	BAD-005
ENSG00000002330	BAD-007
ENSG00000002330	BAD-008
ENSG00000002330	BAD-201
ENSG00000002549	LAP3-001
ENSG00000002549	LAP3-002
ENSG00000002549	LAP3-003
ENSG00000002549	LAP3-004
ENSG00000002549	LAP3-005
ENSG00000002549	LAP3-006
ENSG00000002549	LAP3-007
ENSG00000002549	LAP3-008
ENSG00000002549	LAP3-009
ENSG00000002586	CD99-001
ENSG00000002586	CD99-002
ENSG00000002586	CD99-003
ENSG00000002586	CD99-004
ENSG00000002586	CD99-005
ENSG00000002586	CD99-006
ENSG00000002586	CD99-007
ENSG00000002586	CD99-008
ENSG00000002586	CD99-009
ENSG00000002587	HS3ST1-001
ENSG00000002587	HS3ST1-002
ENSG00000002587	HS3ST1-003
ENSG00000002726	ABP1-001
ENSG00000002726	ABP1-002
ENSG00000002726	ABP1-007
ENSG00000002726	ABP1-008
ENSG00000002726	ABP1-009
ENSG00000002726	ABP1-010
ENSG00000002726	ABP1-012
ENSG00000002726	ABP1-201
ENSG00000002726	ABP1-202
ENSG00000002745	WNT16-001
ENSG00000002745	WNT16-002
ENSG00000002745	WNT16-201
ENSG00000002746	HECW1-001
ENSG00000002746	HECW1-002
ENSG00000002746	HECW1-003
ENSG00000002746	HECW1-004
ENSG00000002746	HECW1-005
ENSG00000002746	HECW1-006
ENSG00000002746	HECW1-007
ENSG00000002746	HECW1-008
ENSG00000002746	HECW1-009
ENSG00000002746	HECW1-010
ENSG00000002746	HECW1-011
ENSG00000002746	HECW1-201
ENSG00000002822	MAD1L1-001
ENSG00000002822	MAD1L1-002
ENSG00000002822	MAD1L1-003
ENSG00000002822	MAD1L1-004
ENSG00000002822	MAD1L1-005
ENSG00000002822	MAD1L1-006
ENSG00000002822	MAD1L1-007
ENSG00000002822	MAD1L1-008
ENSG00000002822	MAD1L1-009
ENSG00000002822	MAD1L1-010
ENSG00000002822	MAD1L1-011
ENSG00000002822	MAD1L1-012
ENSG00000002822	MAD1L1-013
ENSG00000002822	MAD1L1-014
ENSG00000002822	MAD1L1-015
ENSG00000002822	MAD1L1-016
ENSG00000002822	MAD1L1-017
ENSG00000002822	MAD1L1-018
ENSG00000002822	MAD1L1-019
ENSG00000002822	MAD1L1-020
ENSG00000002822	MAD1L1-021
ENSG00000002822	MAD1L1-022
ENSG00000002822	MAD1L1-023
ENSG00000002822	MAD1L1-201
ENSG00000002822	MAD1L1-202
ENSG00000002834	LASP1-001
ENSG00000002834	LASP1-002
ENSG00000002834	LASP1-201
ENSG00000002834	LASP1-202
ENSG00000002834	LASP1-203
ENSG00000002919	SNX11-201
ENSG00000002919	SNX11-202
ENSG00000002919	SNX11-203
ENSG00000002919	SNX11-204
ENSG00000002933	TMEM176A-001
ENSG00000002933	TMEM176A-002
ENSG00000002933	TMEM176A-003
ENSG00000002933	TMEM176A-004
ENSG00000002933	TMEM176A-005
ENSG00000002933	TMEM176A-006
ENSG00000002933	TMEM176A-007
ENSG00000002933	TMEM176A-008
ENSG00000002933	TMEM176A-009
ENSG00000002933	TMEM176A-010
ENSG00000002933	TMEM176A-012
ENSG00000003056	M6PR-001
ENSG00000003056	M6PR-002
ENSG00000003056	M6PR-003
ENSG00000003056	M6PR-004
ENSG00000003056	M6PR-005
ENSG00000003056	M6PR-006
ENSG00000003056	M6PR-007
ENSG00000003056	M6PR-008
ENSG00000003056	M6PR-009
ENSG00000003056	M6PR-010
ENSG00000003056	M6PR-011
ENSG00000003056	M6PR-012
ENSG00000003096	KLHL13-001
ENSG00000003096	KLHL13-002
ENSG00000003096	KLHL13-003
ENSG00000003096	KLHL13-004
ENSG00000003096	KLHL13-005
ENSG00000003096	KLHL13-006
ENSG00000003096	KLHL13-201
ENSG00000003096	KLHL13-202
ENSG00000003096	KLHL13-203
ENSG00000003096	KLHL13-204
ENSG00000003096	KLHL13-205
ENSG00000003137	CYP26B1-001
ENSG00000003137	CYP26B1-002
ENSG00000003137	CYP26B1-003
ENSG00000003137	CYP26B1-004
ENSG00000003137	CYP26B1-201
ENSG00000003147	ICA1-002
ENSG00000003147	ICA1-003
ENSG00000003147	ICA1-004
ENSG00000003147	ICA1-005
ENSG00000003147	ICA1-006
ENSG00000003147	ICA1-007
ENSG00000003147	ICA1-008
ENSG00000003147	ICA1-009
ENSG00000003147	ICA1-010
ENSG00000003147	ICA1-011
ENSG00000003147	ICA1-012
ENSG00000003147	ICA1-013
ENSG00000003147	ICA1-014
ENSG00000003147	ICA1-015
ENSG00000003147	ICA1-016
ENSG00000003147	ICA1-201
ENSG00000003147	ICA1-202
ENSG00000003147	ICA1-203
ENSG00000003249	DBNDD1-001
ENSG00000003249	DBNDD1-002
ENSG00000003249	DBNDD1-201
ENSG00000003393	ALS2-001
ENSG00000003393	ALS2-002
ENSG00000003393	ALS2-003
ENSG00000003393	ALS2-004
ENSG00000003393	ALS2-005
ENSG00000003393	ALS2-006
ENSG00000003393	ALS2-007
ENSG00000003393	ALS2-008
ENSG00000003393	ALS2-009
ENSG00000003393	ALS2-010
ENSG00000003393	ALS2-011
ENSG00000003393	ALS2-012
ENSG00000003393	ALS2-201
ENSG00000003400	CASP10-001
ENSG00000003400	CASP10-002
ENSG00000003400	CASP10-003
ENSG00000003400	CASP10-004
ENSG00000003400	CASP10-005
ENSG00000003400	CASP10-006
ENSG00000003400	CASP10-007
ENSG00000003400	CASP10-009
ENSG00000003400	CASP10-010
ENSG00000003400	CASP10-011
ENSG00000003400	CASP10-012
ENSG00000003400	CASP10-013
ENSG00000003400	CASP10-201
ENSG00000003402	CFLAR-001
ENSG00000003402	CFLAR-002
ENSG00000003402	CFLAR-003
ENSG00000003402	CFLAR-005
ENSG00000003402	CFLAR-006
ENSG00000003402	CFLAR-007
ENSG00000003402	CFLAR-008
ENSG00000003402	CFLAR-009
ENSG00000003402	CFLAR-010
ENSG00000003402	CFLAR-011
ENSG00000003402	CFLAR-012
ENSG00000003402	CFLAR-014
ENSG00000003402	CFLAR-015
ENSG00000003402	CFLAR-016
ENSG00000003402	CFLAR-017
ENSG00000003402	CFLAR-018
ENSG00000003402	CFLAR-019
ENSG00000003402	CFLAR-020
ENSG00000003402	CFLAR-021
ENSG00000003402	CFLAR-022
ENSG00000003402	CFLAR-023
ENSG00000003402	CFLAR-024
ENSG00000003402	CFLAR-026
ENSG00000003402	CFLAR-027
ENSG00000003402	CFLAR-201
ENSG00000003402	CFLAR-202
ENSG00000003402	CFLAR-203
ENSG00000003436	TFPI-001
ENSG00000003436	TFPI-002
ENSG00000003436	TFPI-003
ENSG00000003436	TFPI-004
ENSG00000003436	TFPI-005
ENSG00000003436	TFPI-006
ENSG00000003436	TFPI-007
ENSG00000003436	TFPI-008
ENSG00000003436	TFPI-009
ENSG00000003436	TFPI-010
ENSG00000003436	TFPI-011
ENSG00000003436	TFPI-012
ENSG00000003436	TFPI-201
ENSG00000003509	C2orf56-001
ENSG00000003509	C2orf56-002
ENSG00000003509	C2orf56-003
ENSG00000003509	C2orf56-004
ENSG00000003509	C2orf56-006
ENSG00000003509	C2orf56-007
ENSG00000003509	C2orf56-008
ENSG00000003509	C2orf56-009
ENSG00000003509	C2orf56-010
ENSG00000003509	C2orf56-011
ENSG00000003509	C2orf56-012
ENSG00000003509	C2orf56-013
ENSG00000003509	C2orf56-014
ENSG00000003756	RBM5-001
ENSG00000003756	RBM5-003
ENSG00000003756	RBM5-004
ENSG00000003756	RBM5-005
ENSG00000003756	RBM5-007
ENSG00000003756	RBM5-008
ENSG00000003756	RBM5-009
ENSG00000003756	RBM5-010
ENSG00000003756	RBM5-011
ENSG00000003756	RBM5-012
ENSG00000003756	RBM5-013
ENSG00000003756	RBM5-014
ENSG00000003756	RBM5-015
ENSG00000003756	RBM5-016
ENSG00000003756	RBM5-017
ENSG00000003756	RBM5-018
ENSG00000003756	RBM5-019
ENSG00000003756	RBM5-020
ENSG00000003756	RBM5-021
ENSG00000003756	RBM5-022
ENSG00000003756	RBM5-023
ENSG00000003756	RBM5-024
ENSG00000003756	RBM5-025
ENSG00000003756	RBM5-026
ENSG00000003756	RBM5-027
ENSG00000003756	RBM5-029
ENSG00000003756	RBM5-201
ENSG00000003756	RBM5-202
ENSG00000003756	RBM5-203
ENSG00000003756	RBM5-204
ENSG00000003987	MTMR7-001
ENSG00000003987	MTMR7-002
ENSG00000003987	MTMR7-003
ENSG00000003987	MTMR7-004
ENSG00000003987	MTMR7-005
ENSG00000003987	MTMR7-006
ENSG00000003987	MTMR7-007
ENSG00000003987	MTMR7-008
ENSG00000003987	MTMR7-009
ENSG00000003987	MTMR7-201
ENSG00000003989	SLC7A2-001
ENSG00000003989	SLC7A2-002
ENSG00000003989	SLC7A2-003
ENSG00000003989	SLC7A2-201
ENSG00000003989	SLC7A2-202
ENSG00000004059	ARF5-001
ENSG00000004059	ARF5-002
ENSG00000004059	ARF5-003
ENSG00000004059	ARF5-004
ENSG00000004059	ARF5-005
ENSG00000004059	ARF5-006
ENSG00000004059	ARF5-007
ENSG00000004139	SARM1-001
ENSG00000004139	SARM1-201
ENSG00000004139	SARM1-202
ENSG00000004142	POLDIP2-001
ENSG00000004142	POLDIP2-201
ENSG00000004399	PLXND1-001
ENSG00000004399	PLXND1-002
ENSG00000004399	PLXND1-003
ENSG00000004399	PLXND1-005
ENSG00000004399	PLXND1-006
ENSG00000004399	PLXND1-007
ENSG00000004399	PLXND1-008
ENSG00000004399	PLXND1-009
ENSG00000004399	PLXND1-010
ENSG00000004399	PLXND1-011
ENSG00000004399	PLXND1-012
ENSG00000004399	PLXND1-013
ENSG00000004399	PLXND1-014
ENSG00000004399	PLXND1-015
ENSG00000004399	PLXND1-016
ENSG00000004399	PLXND1-017
ENSG00000004399	PLXND1-018
ENSG00000004399	PLXND1-201
ENSG00000004455	AK2-001
ENSG00000004455	AK2-002
ENSG00000004455	AK2-003
ENSG00000004455	AK2-004
ENSG00000004455	AK2-005
ENSG00000004455	AK2-006
ENSG00000004455	AK2-007
ENSG00000004455	AK2-008
ENSG00000004455	AK2-009
ENSG00000004455	AK2-201
ENSG00000004468	CD38-001
ENSG00000004468	CD38-002
ENSG00000004468	CD38-003
ENSG00000004468	CD38-004
ENSG00000004468	CD38-005
ENSG00000004468	CD38-201
ENSG00000004478	FKBP4-001
ENSG00000004478	FKBP4-002
ENSG00000004478	FKBP4-003
ENSG00000004478	FKBP4-004
ENSG00000004478	FKBP4-005
ENSG00000004478	FKBP4-006
ENSG00000004478	FKBP4-007
ENSG00000004487	KDM1A-001
ENSG00000004487	KDM1A-002
ENSG00000004487	KDM1A-003
ENSG00000004487	KDM1A-004
ENSG00000004487	KDM1A-005
ENSG00000004487	KDM1A-201
ENSG00000004534	RBM6-001
ENSG00000004534	RBM6-002
ENSG00000004534	RBM6-003
ENSG00000004534	RBM6-004
ENSG00000004534	RBM6-005
ENSG00000004534	RBM6-006
ENSG00000004534	RBM6-007
ENSG00000004534	RBM6-008
ENSG00000004534	RBM6-009
ENSG00000004534	RBM6-010
ENSG00000004534	RBM6-011
ENSG00000004534	RBM6-012
ENSG00000004534	RBM6-013
ENSG00000004534	RBM6-014
ENSG00000004534	RBM6-015
ENSG00000004534	RBM6-016
ENSG00000004534	RBM6-017
ENSG00000004534	RBM6-019
ENSG00000004534	RBM6-020
ENSG00000004534	RBM6-021
ENSG00000004534	RBM6-023
ENSG00000004534	RBM6-201
ENSG00000004660	CAMKK1-001
ENSG00000004660	CAMKK1-002
ENSG00000004660	CAMKK1-003
ENSG00000004660	CAMKK1-201
ENSG00000004700	RECQL-001
ENSG00000004700	RECQL-002
ENSG00000004700	RECQL-003
ENSG00000004700	RECQL-004
ENSG00000004700	RECQL-005
ENSG00000004700	RECQL-006
ENSG00000004700	RECQL-007
ENSG00000004700	RECQL-008
ENSG00000004766	CCDC132-001
ENSG00000004766	CCDC132-002
ENSG00000004766	CCDC132-003
ENSG00000004766	CCDC132-004
ENSG00000004766	CCDC132-005
ENSG00000004766	CCDC132-006
ENSG00000004766	CCDC132-007
ENSG00000004766	CCDC132-008
ENSG00000004766	CCDC132-009
ENSG00000004766	CCDC132-010
ENSG00000004766	CCDC132-011
ENSG00000004766	CCDC132-012
ENSG00000004766	CCDC132-013
ENSG00000004766	CCDC132-014
ENSG00000004766	CCDC132-015
ENSG00000004766	CCDC132-016
ENSG00000004766	CCDC132-017
ENSG00000004766	CCDC132-018
ENSG00000004766	CCDC132-019
ENSG00000004766	CCDC132-201
ENSG00000004766	CCDC132-202
ENSG00000004766	CCDC132-203
ENSG00000004766	CCDC132-204
ENSG00000004776	HSPB6-001
ENSG00000004776	HSPB6-201
ENSG00000004777	ARHGAP33-201
ENSG00000004777	ARHGAP33-202
ENSG00000004777	ARHGAP33-203
ENSG00000004777	ARHGAP33-204
ENSG00000004779	NDUFAB1-001
ENSG00000004779	NDUFAB1-002
ENSG00000004799	PDK4-001
ENSG00000004799	PDK4-002
ENSG00000004799	PDK4-003
ENSG00000004799	PDK4-004
ENSG00000004799	PDK4-005
ENSG00000004799	PDK4-201
ENSG00000004809	SLC22A16-001
ENSG00000004809	SLC22A16-002
ENSG00000004809	SLC22A16-003
ENSG00000004809	SLC22A16-004
ENSG00000004809	SLC22A16-005
ENSG00000004809	SLC22A16-006
ENSG00000004809	SLC22A16-007
ENSG00000004809	SLC22A16-201
ENSG00000004809	SLC22A16-202
ENSG00000004809	SLC22A16-203
ENSG00000004838	ZMYND10-001
ENSG00000004838	ZMYND10-002
ENSG00000004838	ZMYND10-003
ENSG00000004838	ZMYND10-005
ENSG00000004838	ZMYND10-006
ENSG00000004838	ZMYND10-007
ENSG00000004838	ZMYND10-008
ENSG00000004838	ZMYND10-009
ENSG00000004838	ZMYND10-010
ENSG00000004846	ABCB5-001
ENSG00000004846	ABCB5-002
ENSG00000004846	ABCB5-003
ENSG00000004846	ABCB5-004
ENSG00000004846	ABCB5-006
ENSG00000004846	ABCB5-007
ENSG00000004848	ARX-001
ENSG00000004864	SLC25A13-001
ENSG00000004864	SLC25A13-002
ENSG00000004864	SLC25A13-003
ENSG00000004864	SLC25A13-004
ENSG00000004864	SLC25A13-005
ENSG00000004864	SLC25A13-006
ENSG00000004864	SLC25A13-007
ENSG00000004864	SLC25A13-201
ENSG00000004864	SLC25A13-202
ENSG00000004866	ST7-001
ENSG00000004866	ST7-002
ENSG00000004866	ST7-004
ENSG00000004866	ST7-005
ENSG00000004866	ST7-006
ENSG00000004866	ST7-007
ENSG00000004866	ST7-008
ENSG00000004866	ST7-009
ENSG00000004866	ST7-010
ENSG00000004866	ST7-011
ENSG00000004866	ST7-012
ENSG00000004866	ST7-013
ENSG00000004866	ST7-014
